lead time,average price,special requests,market segment type_Corporate,market segment type_Offline,market segment type_Online
259,73,1,0,0,1
102,126,0,0,0,1
161,80,0,0,1,0
15,177,0,0,0,1
14,149,1,0,0,1
17,139,2,0,0,1
3,0,0,0,0,0
16,89,0,0,1,0
12,130,0,1,0,0
100,108,0,0,1,0
2,0,1,0,0,1
2,66,0,1,0,0
33,116,1,0,0,1
23,85,1,0,0,1
19,77,1,0,0,1
188,130,0,0,1,0
59,80,2,0,0,1
35,70,1,0,0,1
4,64,0,1,0,0
5,136,1,0,0,1
7,81,1,0,0,1
18,65,0,0,0,1
99,65,0,0,1,0
104,75,0,0,1,0
233,90,0,0,1,0
16,91,0,0,0,1
45,76,0,0,0,1
67,114,1,0,0,1
60,140,0,0,0,1
121,90,0,0,1,0
4,108,0,0,0,1
95,159,0,0,0,1
102,109,0,0,1,0
39,80,0,0,1,0
31,156,1,0,0,1
24,65,0,1,0,0
3,142,0,1,0,0
60,93,2,0,0,1
18,166,0,0,0,1
71,120,0,0,1,0
64,139,0,0,0,1
25,75,0,0,1,0
23,95,2,0,1,0
185,81,2,0,0,1
37,95,0,0,1,0
21,151,0,0,0,1
14,139,1,0,0,1
69,120,0,0,1,0
88,90,1,0,0,1
47,99,0,0,0,1
157,161,2,0,0,1
114,75,0,0,1,0
2,66,0,0,1,0
65,137,2,0,0,1
88,71,1,1,0,0
225,96,0,0,0,1
155,85,2,0,0,1
80,135,1,0,0,1
192,100,0,0,1,0
24,81,1,0,0,1
71,95,0,0,1,0
32,126,0,0,0,1
40,109,0,0,0,1
57,88,1,0,0,1
46,85,0,0,1,0
110,121,0,0,0,1
33,95,0,1,0,0
196,80,1,0,0,1
30,149,1,0,0,1
28,131,0,0,0,1
49,93,0,0,0,1
229,96,0,0,0,1
6,133,1,0,0,1
280,110,0,0,1,0
192,102,0,0,1,0
164,89,1,0,0,1
109,152,0,0,0,1
55,75,1,0,1,0
2,138,1,0,0,1
105,75,0,0,1,0
74,82,1,0,0,1
188,105,0,0,0,1
14,149,2,0,0,1
275,62,0,0,1,0
181,85,1,0,0,1
73,90,1,0,0,1
1,73,0,0,0,1
17,138,1,0,0,1
76,75,1,0,1,0
165,146,0,0,0,1
39,101,0,0,1,0
237,128,0,0,0,1
107,117,0,0,0,1
0,0,0,0,0,0
137,65,1,0,0,1
4,167,1,0,0,1
120,94,0,0,0,1
95,137,1,0,0,1
69,121,0,0,0,1
66,75,0,0,1,0
88,90,0,0,1,0
86,105,0,0,1,0
86,56,1,0,0,1
140,70,0,0,1,0
161,130,0,0,1,0
34,131,0,0,0,1
10,85,1,0,1,0
76,75,0,0,1,0
76,109,1,0,0,1
62,112,1,0,0,1
11,80,1,0,0,1
53,79,2,0,0,1
94,135,2,0,0,1
32,73,0,0,0,1
36,150,2,0,0,1
1,90,0,0,1,0
106,84,1,0,1,0
4,91,1,0,0,1
11,141,1,0,0,1
207,80,3,0,0,1
220,128,0,0,1,0
132,162,2,0,0,1
82,80,1,0,1,0
52,103,3,0,0,1
0,139,0,0,0,1
15,92,0,0,0,1
128,104,0,0,0,1
159,85,2,0,0,1
92,68,2,0,0,1
16,103,1,0,0,1
71,115,0,0,1,0
97,80,0,0,1,0
263,59,0,0,1,0
36,64,1,0,0,1
206,126,1,0,0,1
0,160,0,1,0,0
77,85,2,0,0,1
28,135,1,0,0,1
20,93,2,0,0,1
2,175,1,0,0,1
62,98,1,0,0,1
94,72,1,0,0,1
6,177,1,0,0,1
183,100,1,0,0,1
213,119,0,0,0,1
15,89,0,0,0,1
42,131,1,0,0,1
77,150,2,0,0,1
164,115,0,0,1,0
79,90,1,0,0,1
19,147,0,0,0,1
36,102,2,0,0,1
1,111,0,0,0,1
22,97,0,0,0,1
92,150,2,0,0,1
80,126,2,0,0,1
44,91,0,0,0,1
55,112,1,0,1,0
57,118,1,0,0,1
30,84,0,0,0,1
256,64,0,0,1,0
1,159,2,0,0,1
51,108,1,0,0,1
144,72,2,0,0,1
37,95,0,0,1,0
5,90,0,0,0,1
23,112,2,0,0,1
107,117,0,0,0,1
5,115,1,0,0,1
3,90,0,0,1,0
119,94,0,0,0,1
23,145,2,0,0,1
3,122,2,0,0,1
204,90,0,0,1,0
15,99,2,0,0,1
22,142,0,0,0,1
31,76,0,0,0,1
31,135,2,0,0,1
30,88,0,0,0,1
22,112,2,0,0,1
127,96,1,0,0,1
98,90,1,0,0,1
23,88,2,0,0,1
282,0,0,0,0,1
164,90,1,0,0,1
100,136,1,0,0,1
16,111,2,0,0,1
2,0,0,0,0,0
280,110,0,0,1,0
15,118,1,0,0,1
79,80,0,0,0,1
5,96,0,0,0,1
35,125,0,0,0,1
76,145,0,0,0,1
143,118,2,0,0,1
56,93,0,0,0,1
0,109,0,0,1,0
42,168,0,0,0,1
54,114,0,0,0,1
44,75,0,0,1,0
3,89,2,0,0,1
9,117,0,0,1,0
279,110,0,0,1,0
58,63,0,0,1,0
128,103,1,0,0,1
69,120,0,0,1,0
0,115,1,0,1,0
105,110,0,0,1,0
73,149,0,0,0,1
22,140,0,0,1,0
276,61,0,0,1,0
104,96,2,0,0,1
37,116,0,0,0,1
87,176,0,0,0,1
56,82,0,0,1,0
26,125,1,0,0,1
9,65,0,1,0,0
219,76,0,0,1,0
1,114,1,0,0,1
34,135,1,0,0,1
1,70,1,0,0,1
204,72,0,0,1,0
28,103,1,0,0,1
26,152,2,0,0,1
126,83,1,0,0,1
205,90,0,0,1,0
80,87,0,0,0,1
46,105,1,0,0,1
27,104,1,0,0,1
98,111,0,0,0,1
175,123,1,0,0,1
193,120,0,0,1,0
0,159,0,0,0,1
74,101,0,0,1,0
90,46,0,0,0,1
38,68,1,0,0,1
31,126,1,0,0,1
166,90,2,0,0,1
37,107,0,0,0,1
18,132,0,0,1,0
94,174,0,0,0,1
11,90,0,1,0,0
28,108,1,0,0,1
132,96,0,0,0,1
59,72,0,0,1,0
9,99,0,0,0,1
16,55,0,0,1,0
101,62,0,0,1,0
18,113,0,0,0,1
265,115,1,0,1,0
48,159,0,0,0,1
4,89,0,0,0,1
228,77,1,0,0,1
26,65,1,0,1,0
94,72,1,0,0,1
145,94,0,0,1,0
107,146,2,0,0,1
289,67,0,0,1,0
78,100,0,0,1,0
33,1,0,0,0,0
117,80,1,0,1,0
13,130,2,0,0,1
49,85,0,0,1,0
39,0,0,0,0,1
10,114,1,0,0,1
4,111,1,0,0,1
166,110,0,0,1,0
44,75,0,0,1,0
183,80,2,0,0,1
6,163,2,0,0,1
1,140,0,0,0,1
1,60,0,0,1,0
10,98,2,0,0,1
87,89,0,0,0,1
259,80,0,0,0,1
22,62,1,1,0,0
134,116,1,0,0,1
74,124,1,0,0,1
27,99,2,0,0,1
158,75,0,0,0,1
234,106,1,0,0,1
16,84,0,0,0,1
47,91,0,0,0,1
0,129,1,0,0,1
20,85,0,0,1,0
37,90,1,0,0,1
86,121,1,0,0,1
192,68,0,0,1,0
40,77,0,0,0,1
211,100,0,0,1,0
116,76,0,0,1,0
19,150,1,0,0,1
0,114,0,1,0,0
74,101,0,0,1,0
65,75,1,0,0,1
95,108,2,0,0,1
19,158,0,0,0,1
123,118,1,0,0,1
124,96,0,0,1,0
30,88,1,0,1,0
164,100,0,0,1,0
140,70,0,0,1,0
0,89,1,0,0,1
102,109,0,0,1,0
94,94,0,0,0,1
42,111,3,0,0,1
24,133,1,0,0,1
32,85,0,0,1,0
86,127,0,0,0,1
26,60,1,0,1,0
221,90,2,0,0,1
11,0,2,0,0,0
16,75,0,1,0,0
68,149,2,0,0,1
182,70,2,0,0,1
70,46,0,0,1,0
1,101,1,0,0,1
19,149,1,0,0,1
11,139,0,0,0,1
7,99,0,0,0,1
14,0,0,0,0,1
5,72,0,0,1,0
24,117,1,0,0,1
102,80,0,0,1,0
192,95,0,0,1,0
0,95,0,1,0,0
50,108,1,0,0,1
63,94,1,0,0,1
29,155,2,0,0,1
237,80,0,0,0,1
183,110,1,0,1,0
247,109,0,0,1,0
38,88,1,0,0,1
131,137,0,0,0,1
6,66,0,0,1,0
221,109,1,0,0,1
8,124,1,0,0,1
72,100,1,1,0,0
159,123,1,0,0,1
55,82,1,0,0,1
243,81,3,0,0,1
275,110,0,0,1,0
18,130,1,0,0,1
139,123,1,0,0,1
65,118,0,0,0,1
70,61,2,0,0,1
275,62,0,0,1,0
257,101,0,0,1,0
247,90,1,0,0,1
200,82,3,0,0,1
46,67,0,0,1,0
31,108,1,0,0,1
38,156,0,0,0,1
37,105,0,0,1,0
38,73,1,0,0,1
13,95,0,0,0,0
192,86,0,0,1,0
123,90,3,0,0,1
86,80,1,0,1,0
37,105,0,0,1,0
81,103,1,0,0,1
181,120,0,0,1,0
124,94,0,0,1,0
179,113,0,0,0,1
0,145,1,0,0,1
4,149,1,0,0,1
90,119,1,0,0,1
64,115,1,0,0,1
96,88,0,0,0,1
186,130,2,0,0,1
164,116,3,0,1,0
54,142,2,0,0,1
7,118,1,0,0,1
14,89,1,0,0,1
103,94,1,0,0,1
40,118,1,0,1,0
2,74,0,0,0,1
3,81,1,0,0,1
29,166,3,0,0,1
247,115,1,0,1,0
17,89,1,0,0,1
45,158,1,0,0,1
256,115,1,0,1,0
111,79,2,0,0,1
245,75,0,0,1,0
45,67,0,0,0,1
70,90,2,0,0,1
63,71,0,0,1,0
112,58,0,0,0,1
16,76,0,1,0,0
273,95,0,0,1,0
104,75,0,0,1,0
5,151,0,0,0,1
66,73,0,0,0,1
61,78,2,0,0,1
30,140,0,0,1,0
258,110,0,0,1,0
96,88,1,0,0,1
31,168,0,0,0,1
50,101,0,0,0,1
32,73,1,0,1,0
102,101,0,0,1,0
37,135,0,0,0,1
112,116,0,0,1,0
39,67,0,0,0,1
28,108,1,0,0,1
269,70,0,0,1,0
99,65,0,0,1,0
130,139,2,0,0,1
170,96,2,0,1,0
109,133,0,0,0,1
135,72,0,0,0,1
44,96,0,0,1,0
4,147,0,0,0,1
16,120,1,0,0,1
15,150,2,0,0,1
134,134,0,0,0,1
118,110,0,0,1,0
96,116,0,0,0,1
166,110,0,0,1,0
71,84,0,0,0,1
39,101,0,0,1,0
148,67,0,0,1,0
32,150,1,0,1,0
44,98,1,0,0,1
0,89,0,0,0,1
0,89,0,0,0,1
259,73,1,0,0,1
66,168,0,0,0,1
68,67,1,0,0,1
131,94,0,0,1,0
64,94,1,0,0,1
0,75,0,0,0,1
35,81,0,0,0,1
110,114,1,0,0,1
71,120,0,0,1,0
145,76,2,0,0,1
36,114,1,0,0,1
109,89,0,0,1,0
0,89,0,0,0,1
0,161,1,0,0,1
27,110,2,0,0,1
4,95,0,0,1,0
116,60,0,0,1,0
18,127,1,0,0,1
42,60,0,0,1,0
192,95,0,0,1,0
256,115,1,0,1,0
1,109,3,0,0,1
182,99,0,0,0,1
59,93,2,0,0,1
53,126,1,0,0,1
165,138,0,0,0,1
256,115,1,0,1,0
164,100,0,0,1,0
38,88,2,0,0,1
64,101,0,0,1,0
32,60,0,0,1,0
58,149,1,0,0,1
9,179,1,0,0,1
80,117,1,0,0,1
62,99,1,0,0,1
3,161,1,0,0,1
24,135,0,0,0,1
93,115,0,0,1,0
5,92,0,0,0,1
2,163,2,0,0,1
0,164,1,0,0,1
5,159,1,0,0,1
1,75,0,0,1,0
0,117,1,0,0,1
48,122,0,0,1,0
4,160,1,0,0,1
166,110,0,0,1,0
38,118,1,0,0,1
28,147,2,0,0,1
188,86,1,0,0,1
42,62,0,0,1,0
91,118,1,0,0,1
34,120,2,0,0,1
43,124,3,0,0,1
101,134,1,0,0,1
133,82,0,0,1,0
150,96,0,0,1,0
195,66,1,0,0,1
107,109,1,0,0,1
17,97,0,0,0,1
28,129,0,0,0,1
5,0,0,0,0,0
57,99,1,0,0,1
12,72,1,0,0,1
1,120,2,0,0,1
3,114,1,0,0,1
15,79,0,1,0,0
34,66,1,0,1,0
68,65,0,0,1,0
82,96,1,0,0,1
36,113,0,0,0,1
48,173,2,0,0,1
25,152,0,0,0,1
37,74,1,0,0,1
0,136,1,0,0,1
13,119,2,0,0,1
0,161,0,0,0,1
24,85,2,0,0,1
162,121,2,0,0,1
7,143,3,0,0,1
122,150,2,0,0,1
128,79,0,0,0,1
115,96,1,0,0,1
94,110,1,0,1,0
276,116,0,0,1,0
22,130,3,0,0,1
22,48,1,0,0,1
24,59,0,0,1,0
187,152,2,0,0,1
148,114,0,0,0,1
26,122,2,0,0,1
226,102,0,0,1,0
186,96,1,0,0,1
73,76,1,0,0,1
139,171,1,0,0,1
165,137,0,0,0,1
21,94,1,0,0,1
115,165,1,0,0,1
164,100,0,0,1,0
37,95,0,0,1,0
50,58,1,0,0,1
41,85,0,1,0,0
114,75,0,0,1,0
17,48,0,0,1,0
39,109,0,0,1,0
210,72,0,0,1,0
21,88,1,0,0,1
6,91,3,0,0,1
41,123,2,0,0,1
110,98,1,0,1,0
67,90,1,0,1,0
256,115,1,0,1,0
137,105,0,0,0,1
12,141,2,0,0,1
21,105,0,0,0,1
4,95,1,0,0,1
109,143,1,0,0,1
11,130,1,0,0,1
61,91,0,0,1,0
116,76,0,0,1,0
73,168,2,0,0,1
35,79,0,0,0,1
22,95,2,0,0,1
150,101,0,0,1,0
187,108,3,0,0,1
36,107,1,0,0,1
0,122,2,0,0,1
0,139,1,0,0,1
50,75,0,0,1,0
5,65,0,1,0,0
15,65,0,1,0,0
12,89,1,0,0,1
0,114,1,0,0,1
211,121,1,0,0,1
282,76,0,0,1,0
166,110,0,0,1,0
94,110,1,0,1,0
3,55,0,0,1,0
140,113,1,0,0,1
6,62,1,0,1,0
103,151,0,0,0,1
191,95,0,0,1,0
100,62,0,0,0,1
161,130,0,0,1,0
0,98,0,0,0,1
28,156,0,0,0,1
36,88,1,0,0,1
75,90,0,0,0,1
115,120,0,0,0,1
44,96,0,0,1,0
42,80,1,0,0,1
49,89,0,0,0,1
11,76,1,0,0,1
10,129,1,0,0,1
18,75,0,0,0,1
66,126,1,0,0,1
19,130,0,0,0,1
12,161,0,0,0,1
77,168,2,0,0,1
117,79,0,0,0,1
18,111,2,0,0,1
7,139,0,0,0,1
259,73,1,0,0,1
73,159,1,0,0,1
4,90,0,0,0,1
6,114,1,0,0,1
287,100,0,0,0,1
128,162,2,0,0,1
11,156,1,0,0,1
27,69,0,0,0,1
258,110,0,0,1,0
35,88,1,0,0,1
224,86,0,0,0,1
54,144,0,0,0,1
19,146,2,0,0,1
1,100,1,0,0,1
6,114,1,0,0,1
60,71,0,0,0,1
265,115,1,0,1,0
2,108,0,0,0,1
112,100,0,0,1,0
31,129,2,0,0,1
66,179,2,0,0,1
91,75,0,0,1,0
67,76,1,0,1,0
150,76,1,0,0,1
15,140,2,0,0,1
64,106,1,0,0,1
46,85,0,0,1,0
139,114,0,0,0,1
87,76,2,0,0,1
265,115,1,0,1,0
127,143,1,0,0,1
42,67,0,0,1,0
19,69,2,0,0,1
219,76,0,0,1,0
20,93,0,0,0,1
151,95,0,0,0,1
257,101,0,0,1,0
135,126,1,0,0,1
67,75,0,0,1,0
174,70,0,0,1,0
181,162,2,0,0,1
198,90,0,0,1,0
12,100,0,1,0,0
5,88,0,0,0,1
180,120,0,0,1,0
49,67,0,0,0,1
100,114,0,0,0,1
117,86,0,0,1,0
15,90,2,0,1,0
110,130,2,0,1,0
30,92,1,0,0,1
168,85,0,0,1,0
85,98,0,0,0,1
63,116,0,0,1,0
70,100,0,0,1,0
58,139,1,0,0,1
0,65,0,1,0,0
115,90,0,0,1,0
42,102,1,0,0,1
135,80,0,0,1,0
39,101,0,0,1,0
74,118,0,0,0,1
42,79,0,0,1,0
26,120,0,0,1,0
81,65,1,0,1,0
11,88,0,0,1,0
276,61,0,0,1,0
47,79,2,0,0,1
124,94,0,0,1,0
22,72,1,0,0,1
28,117,1,0,0,1
208,80,2,0,1,0
7,78,0,0,0,1
76,151,1,0,0,1
101,70,0,0,1,0
64,116,2,0,0,1
8,79,0,1,0,0
69,107,0,0,0,1
13,99,1,0,0,1
5,62,0,0,1,0
222,83,1,0,0,1
94,110,1,0,1,0
5,95,0,0,0,0
60,65,1,0,1,0
60,92,1,0,0,1
217,86,0,0,0,1
96,126,1,0,0,1
12,111,2,0,0,1
68,149,0,0,0,1
0,96,1,0,0,1
4,99,2,0,0,1
183,110,1,0,1,0
24,89,0,0,0,1
258,106,0,0,0,1
16,6,0,0,0,0
95,86,3,0,0,1
142,119,2,0,0,1
27,74,1,0,0,1
102,59,0,0,1,0
6,97,2,0,0,1
109,66,1,0,0,1
9,81,1,0,0,1
18,130,0,0,0,1
0,131,0,0,0,1
9,148,1,0,0,1
275,77,1,0,0,1
110,114,1,0,0,1
29,151,0,0,0,1
8,119,1,0,0,1
122,142,0,0,0,1
38,131,0,0,0,1
215,115,0,0,0,1
18,76,0,0,0,1
19,65,0,1,0,0
7,95,1,0,0,1
0,75,0,0,1,0
59,59,0,0,1,0
192,95,0,0,1,0
40,125,1,0,1,0
24,68,0,0,0,1
44,96,0,0,1,0
144,105,1,0,0,1
43,68,0,0,1,0
180,120,1,0,1,0
173,96,0,0,1,0
88,56,0,0,0,1
22,148,1,0,0,1
116,116,1,0,0,1
4,110,0,0,0,0
65,123,0,0,0,1
0,140,2,0,0,1
8,106,1,0,0,1
41,98,2,0,0,1
7,173,0,0,0,1
44,60,1,0,1,0
221,65,0,0,1,0
0,109,0,0,0,1
163,79,0,0,0,1
68,118,1,0,0,1
253,90,0,0,1,0
3,120,0,0,0,1
24,0,1,0,0,0
24,108,0,0,0,1
23,118,0,0,0,1
183,80,2,0,0,1
13,85,1,0,1,0
1,66,1,0,0,1
56,119,2,0,0,1
31,102,1,0,1,0
23,93,2,0,0,1
114,99,0,0,0,1
37,126,0,0,0,1
1,114,0,0,0,1
134,90,0,0,0,1
64,73,1,0,0,1
11,86,0,0,0,1
5,133,2,0,0,1
178,90,2,0,0,1
44,89,2,0,0,1
0,148,1,0,0,1
77,112,2,0,0,1
92,100,0,0,1,0
53,74,2,0,0,1
46,75,0,0,1,0
111,120,0,0,1,0
42,85,1,0,1,0
114,75,0,0,1,0
28,85,0,0,1,0
22,115,2,0,0,1
51,137,1,0,0,1
94,79,1,0,0,1
40,112,1,0,0,1
85,72,1,0,0,1
24,50,0,1,0,0
7,114,1,0,0,1
74,109,0,0,1,0
2,81,0,0,1,0
36,168,1,0,0,1
8,56,0,0,1,0
78,105,0,0,0,1
6,55,0,0,1,0
45,86,1,0,0,1
151,97,1,0,0,1
13,89,0,0,0,1
56,82,1,0,0,1
69,120,0,0,1,0
60,132,0,0,0,1
148,88,0,0,1,0
41,98,1,0,1,0
151,80,0,0,1,0
4,79,1,1,0,0
279,110,0,0,1,0
7,112,0,0,1,0
69,68,1,0,0,1
115,109,0,0,0,1
50,71,0,0,1,0
11,119,1,0,0,1
230,95,1,0,0,1
66,80,0,0,1,0
186,115,0,0,1,0
52,99,1,0,0,1
1,85,0,0,1,0
61,0,0,0,0,1
52,78,0,0,0,1
1,137,2,0,0,1
11,116,3,0,0,1
15,89,1,0,0,1
71,93,1,0,1,0
5,93,0,0,0,1
37,58,1,0,0,1
29,152,2,0,0,1
0,111,1,0,0,1
38,135,0,0,0,1
160,94,0,0,0,1
265,115,1,0,1,0
98,85,1,0,0,1
11,152,1,0,0,1
184,98,0,0,0,1
2,149,1,0,0,1
4,98,0,0,1,0
0,148,0,0,0,1
168,105,0,0,0,1
4,81,0,1,0,0
35,171,0,0,0,1
187,122,2,0,0,1
32,109,2,0,0,1
1,65,1,1,0,0
49,108,0,0,0,1
24,71,1,0,0,1
59,71,2,0,0,1
16,43,0,0,1,0
152,119,2,0,0,1
150,107,1,0,0,1
112,112,1,0,0,1
19,119,1,0,0,1
252,95,2,0,0,1
1,85,0,1,0,0
8,66,0,0,0,1
68,60,1,0,1,0
275,110,0,0,1,0
145,99,0,0,0,1
10,131,1,0,0,1
1,60,0,0,1,0
10,100,2,0,0,1
64,130,0,1,0,0
20,65,0,1,0,0
9,105,2,0,0,1
4,128,1,0,0,1
103,115,0,0,1,0
245,75,0,0,1,0
31,55,1,0,1,0
35,152,1,0,0,1
41,70,0,0,1,0
2,122,2,0,0,1
49,65,0,1,0,0
25,110,1,0,0,1
32,94,2,0,0,1
104,65,1,0,0,1
57,82,1,0,0,1
12,90,1,0,0,1
19,75,1,0,0,1
64,105,1,0,0,1
266,73,0,0,0,1
106,94,0,0,0,1
30,60,0,0,1,0
131,76,2,0,0,1
44,75,0,0,1,0
13,65,0,1,0,0
74,80,0,0,1,0
196,128,0,0,0,1
16,0,1,0,0,1
58,158,2,0,0,1
52,88,1,0,0,1
71,89,2,0,0,1
15,109,0,0,0,1
10,52,0,0,1,0
39,101,0,0,1,0
16,165,3,0,0,1
41,68,0,0,1,0
1,88,1,0,0,1
23,109,0,0,0,1
134,114,1,0,0,1
33,64,0,1,0,0
170,96,2,0,1,0
74,75,0,0,1,0
66,126,0,0,0,1
29,102,1,0,0,1
63,68,0,0,0,1
66,104,1,0,0,1
74,102,1,0,0,1
199,74,1,0,0,1
41,105,2,0,0,1
200,106,2,0,0,1
233,90,0,0,1,0
77,93,1,0,0,1
8,73,1,0,0,1
44,91,2,0,0,1
135,119,2,0,0,1
80,75,0,0,1,0
88,149,1,0,0,1
63,102,1,0,0,1
6,114,1,0,0,1
37,95,0,0,1,0
102,99,0,0,0,1
180,70,0,0,1,0
0,149,0,0,0,1
0,84,0,0,1,0
247,109,0,0,1,0
117,127,1,0,0,1
32,85,1,0,1,0
48,93,2,0,0,1
80,136,0,0,1,0
37,105,0,0,1,0
45,126,2,0,0,1
54,66,0,0,1,0
69,120,0,0,1,0
181,120,0,0,1,0
81,85,0,0,0,1
154,63,0,0,1,0
113,137,2,0,0,1
33,150,0,0,1,0
245,110,0,0,1,0
12,95,0,1,0,0
266,73,0,0,0,1
85,76,1,0,0,1
112,52,1,0,0,1
63,62,3,0,0,1
8,80,2,0,0,1
79,112,1,0,0,1
83,135,2,0,0,1
196,116,0,0,0,1
2,0,0,0,0,0
97,135,1,0,0,1
4,127,2,0,0,1
63,135,2,0,0,1
3,0,0,0,0,1
197,106,2,0,0,1
179,90,1,0,0,1
86,65,1,0,1,0
2,96,1,0,0,1
192,95,0,0,1,0
11,87,1,0,0,1
64,130,0,1,0,0
6,95,0,0,0,1
53,77,2,0,0,1
198,72,0,0,1,0
39,116,0,0,0,1
68,93,0,0,0,1
32,65,1,0,0,1
80,72,0,0,1,0
44,140,1,0,0,1
166,121,0,0,0,1
15,109,1,0,0,1
93,119,0,0,0,1
10,65,0,1,0,0
8,116,2,0,0,1
6,0,0,0,0,1
267,95,0,0,1,0
5,155,1,0,0,1
8,112,2,0,0,1
188,130,0,0,1,0
70,85,1,0,1,0
161,130,0,0,1,0
57,141,1,0,0,1
126,111,1,0,0,1
219,76,0,0,1,0
179,82,0,0,0,1
17,140,1,0,0,1
69,120,0,0,1,0
1,97,0,0,0,1
39,101,0,0,1,0
50,99,0,0,0,1
245,110,0,0,1,0
107,118,1,0,0,1
286,90,0,0,1,0
176,97,0,0,0,1
176,125,0,0,1,0
65,109,1,0,0,1
276,61,0,0,1,0
14,68,0,0,0,1
110,63,0,0,1,0
27,177,2,0,0,1
62,125,1,0,0,1
7,97,0,0,0,1
14,0,0,0,0,1
13,77,1,0,0,1
162,96,0,0,0,1
38,137,1,0,0,1
5,109,0,0,0,1
28,113,2,0,0,1
123,90,2,0,0,1
41,85,0,0,1,0
100,140,1,0,1,0
8,119,0,0,0,1
91,127,1,0,0,1
33,123,0,0,0,1
41,60,0,0,1,0
190,121,1,0,0,1
25,96,0,0,0,1
4,85,0,0,0,1
5,116,0,0,0,1
188,80,1,0,0,1
116,59,0,0,1,0
86,85,1,0,0,1
1,65,0,1,0,0
56,74,0,0,1,0
164,100,0,0,1,0
52,159,2,0,0,1
4,169,0,0,0,1
79,148,2,0,0,1
10,93,1,0,0,1
22,140,0,0,1,0
205,90,0,0,1,0
74,69,0,0,0,1
50,101,0,0,0,1
56,101,1,0,0,1
166,99,1,0,0,1
193,120,0,0,1,0
145,94,0,0,1,0
0,103,2,0,0,1
114,81,0,0,0,1
56,132,0,0,0,1
75,78,0,0,0,1
142,109,0,0,0,1
69,171,3,0,0,1
116,70,0,0,1,0
22,154,1,0,0,1
18,89,0,0,0,1
68,65,0,0,1,0
50,89,0,0,0,1
35,120,1,0,0,1
224,72,0,0,0,1
21,58,1,0,1,0
142,129,1,0,0,1
134,118,0,0,0,1
81,85,0,0,1,0
73,79,2,0,0,1
15,175,1,0,0,1
19,141,1,0,0,1
198,90,0,0,1,0
26,108,1,0,0,1
161,130,0,0,1,0
55,74,0,0,0,1
83,105,0,0,0,1
57,143,0,0,0,1
188,130,0,0,1,0
181,76,2,0,0,1
33,125,1,0,0,1
33,79,0,0,1,0
22,130,1,0,0,1
8,86,1,0,0,1
23,109,0,0,1,0
5,90,0,0,1,0
18,141,0,0,0,1
3,81,1,0,0,1
64,93,0,0,0,1
8,111,0,0,0,1
8,80,0,1,0,0
33,67,0,0,1,0
135,90,0,0,1,0
18,75,0,0,0,1
27,142,0,0,0,1
48,72,0,0,0,1
25,129,0,0,0,1
5,159,1,0,0,1
72,85,1,0,0,1
54,117,0,0,0,1
188,130,0,0,1,0
3,75,0,0,1,0
60,75,0,0,1,0
88,117,1,0,1,0
99,80,0,1,0,0
49,65,0,0,0,1
3,80,0,0,1,0
166,89,0,0,0,1
8,90,1,0,0,1
4,104,1,0,0,1
38,81,1,0,0,1
5,105,1,0,1,0
0,79,0,0,0,1
9,171,2,0,0,1
224,119,1,0,0,1
46,75,0,0,1,0
8,65,0,1,0,0
100,79,2,0,0,1
105,107,1,0,0,1
63,71,0,0,1,0
72,79,3,0,0,1
28,130,0,0,0,1
273,94,0,0,0,1
282,76,0,0,1,0
93,126,1,0,0,1
39,101,0,0,1,0
89,79,1,0,0,1
63,116,0,0,1,0
252,67,0,0,0,1
247,70,1,0,0,1
130,104,1,0,0,1
61,120,1,0,0,1
26,119,1,0,0,1
0,136,0,0,0,1
26,91,1,0,0,1
162,115,0,0,1,0
15,138,2,0,0,1
1,106,3,0,0,1
16,111,0,0,0,1
187,78,0,0,0,1
8,103,1,0,0,1
80,80,0,0,1,0
192,66,0,0,0,1
99,90,0,1,0,0
31,81,1,0,0,1
39,65,0,1,0,0
112,100,0,0,1,0
190,93,1,0,0,1
102,159,1,0,0,1
28,115,2,0,0,1
198,137,0,0,0,1
71,120,0,0,1,0
64,85,0,0,1,0
37,127,2,0,0,1
43,109,2,0,0,1
104,65,0,0,1,0
181,76,2,0,0,1
52,85,0,0,0,1
15,81,0,1,0,0
279,110,0,0,1,0
137,80,0,0,1,0
49,124,0,0,0,1
5,66,0,1,0,0
13,75,0,0,1,0
5,65,0,1,0,0
29,104,0,0,0,1
35,116,0,0,0,1
11,78,2,0,1,0
153,109,1,0,0,1
41,80,0,0,1,0
3,79,0,1,0,0
31,129,1,0,0,1
8,116,1,0,0,1
86,100,0,1,0,0
49,60,0,0,1,0
181,71,0,0,0,1
279,110,0,0,1,0
15,116,1,0,0,1
160,97,0,0,0,1
136,83,1,0,0,1
58,81,0,0,1,0
128,85,0,0,0,1
39,63,0,0,1,0
165,151,0,0,0,1
88,85,1,0,0,1
11,112,0,1,0,0
4,117,0,0,1,0
89,72,3,0,1,0
30,140,0,0,1,0
34,104,0,0,0,1
86,123,1,0,0,1
203,112,0,0,0,1
47,109,2,0,0,1
31,90,1,0,1,0
137,100,0,0,0,1
85,104,2,0,0,1
3,87,1,0,0,1
38,85,0,0,1,0
44,77,0,0,0,1
151,71,0,0,1,0
133,118,2,0,0,1
8,72,0,0,1,0
21,144,1,0,0,1
119,97,1,0,1,0
14,114,1,0,0,1
145,95,0,0,0,1
116,61,0,0,1,0
